mine_id,year,month,mine_name,daily_production,equipment_downtime_hrs,rainfall_mm,blasting_delay_days,workers_present,target_tonnes,actual_tonnes,is_shortfall
MN01,2015,1,Balaghat,72.22,4.7,4.9,1,200.0,2876.0,2238.7,1
MN01,2015,2,Balaghat,80.87,4.1,3.1,1,200.0,2876.0,2264.4,1
MN01,2015,3,Balaghat,71.29,4.84,25.7,1,200.0,2876.0,2210.1,1
MN01,2015,4,Balaghat,67.09,4.51,7.3,1,200.0,2584.7,2012.6,1
MN01,2015,5,Balaghat,64.63,4.8,5.6,1,200.0,2584.7,2003.4,1
MN01,2015,6,Balaghat,57.0,7.83,50.8,4,200.0,2584.7,1709.9,1
MN01,2015,7,Balaghat,50.88,9.82,102.6,3,200.0,2584.7,1577.4,1
MN01,2015,8,Balaghat,59.71,5.8,107.7,2,200.0,2584.7,1851.0,1
MN01,2015,9,Balaghat,61.66,6.47,38.8,1,200.0,2584.7,1849.8,1
MN01,2015,10,Balaghat,64.14,5.15,1.8,0,200.0,2584.7,1988.5,1
MN01,2015,11,Balaghat,70.16,3.49,0.3,0,200.0,2584.7,2104.9,1
MN01,2015,12,Balaghat,62.72,5.46,1.9,0,200.0,2584.7,1944.3,1
MN01,2016,1,Balaghat,65.05,4.5,0.6,1,200.0,2584.7,2016.4,1
MN01,2016,2,Balaghat,70.64,4.11,4.2,1,200.0,2584.7,2048.7,1
MN01,2016,3,Balaghat,64.71,4.78,13.5,1,200.0,2584.7,2006.0,1
MN01,2016,4,Balaghat,66.94,3.45,3.3,0,200.0,2472.3,2008.2,1
MN01,2016,5,Balaghat,62.91,4.27,2.3,0,200.0,2472.3,1950.2,1
MN01,2016,6,Balaghat,58.18,6.83,31.8,1,200.0,2472.3,1745.4,1
MN01,2016,7,Balaghat,47.17,8.46,100.8,7,200.0,2472.3,1462.4,1
MN01,2016,8,Balaghat,56.48,6.24,57.6,1,200.0,2472.3,1750.9,1
MN01,2016,9,Balaghat,58.61,6.67,32.3,1,200.0,2472.3,1758.2,1
MN01,2016,10,Balaghat,64.04,3.35,17.4,1,200.0,2472.3,1985.3,1
MN01,2016,11,Balaghat,64.94,4.25,0.3,0,200.0,2472.3,1948.2,1
MN01,2016,12,Balaghat,64.35,3.66,0.0,2,200.0,2472.3,1995.0,1
MN01,2017,1,Balaghat,64.76,3.41,0.5,1,200.0,2472.3,2007.7,1
MN01,2017,2,Balaghat,71.6,3.52,1.4,0,200.0,2472.3,2004.8,1
MN01,2017,3,Balaghat,64.56,3.58,0.1,1,200.0,2472.3,2001.3,1
MN01,2017,4,Balaghat,68.36,5.39,0.2,1,200.0,2697.1,2050.8,1
MN01,2017,5,Balaghat,66.78,5.03,5.7,1,200.0,2697.1,2070.2,1
MN01,2017,6,Balaghat,61.32,7.43,43.7,3,200.0,2697.1,1839.7,1
MN01,2017,7,Balaghat,56.85,7.93,73.5,3,200.0,2697.1,1762.3,1
MN01,2017,8,Balaghat,60.53,6.46,142.1,2,200.0,2697.1,1876.4,1
MN01,2017,9,Balaghat,64.53,6.23,37.5,1,200.0,2697.1,1935.8,1
MN01,2017,10,Balaghat,64.54,5.71,10.2,1,200.0,2697.1,2000.7,1
MN01,2017,11,Balaghat,70.18,4.47,0.8,0,200.0,2697.1,2105.5,1
MN01,2017,12,Balaghat,70.28,3.5,0.0,1,200.0,2697.1,2178.5,1
MN01,2018,1,Balaghat,68.68,4.12,0.0,1,200.0,2697.1,2129.1,1
MN01,2018,2,Balaghat,75.57,4.32,14.7,0,200.0,2697.1,2116.1,1
MN01,2018,3,Balaghat,69.39,3.85,1.0,0,200.0,2697.1,2151.0,1
MN01,2018,4,Balaghat,76.13,4.36,3.3,1,200.0,2921.9,2283.8,1
MN01,2018,5,Balaghat,73.66,4.48,2.7,0,200.0,2921.9,2283.4,1
MN01,2018,6,Balaghat,68.04,6.9,32.3,2,200.0,2921.9,2041.3,1
MN01,2018,7,Balaghat,64.81,6.39,71.3,3,200.0,2921.9,2009.2,1
MN01,2018,8,Balaghat,62.84,7.67,222.2,2,200.0,2921.9,1948.0,1
MN01,2018,9,Balaghat,69.21,6.81,39.1,1,200.0,2921.9,2076.3,1
MN01,2018,10,Balaghat,73.14,4.58,0.2,1,200.0,2921.9,2267.2,1
MN01,2018,11,Balaghat,75.75,4.49,0.4,0,200.0,2921.9,2272.4,1
MN01,2018,12,Balaghat,75.98,3.62,22.5,1,200.0,2921.9,2355.3,1
MN01,2019,1,Balaghat,75.31,3.98,22.8,1,200.0,2921.9,2334.7,1
MN01,2019,2,Balaghat,81.08,4.63,3.1,0,200.0,2921.9,2270.4,1
MN01,2019,3,Balaghat,74.32,4.34,23.7,0,200.0,2921.9,2304.0,1
MN01,2019,4,Balaghat,77.49,5.06,0.3,1,200.0,3034.2,2324.6,1
MN01,2019,5,Balaghat,77.77,3.96,0.1,1,200.0,3034.2,2410.7,1
MN01,2019,6,Balaghat,69.68,7.54,37.8,1,200.0,3034.2,2090.5,1
MN01,2019,7,Balaghat,63.34,7.55,63.3,5,200.0,3034.2,1963.6,1
MN01,2019,8,Balaghat,65.0,6.97,83.6,4,200.0,3034.2,2015.0,1
MN01,2019,9,Balaghat,63.63,8.5,80.5,3,200.0,3034.2,1909.0,1
MN01,2019,10,Balaghat,79.44,3.14,8.7,1,200.0,3034.2,2462.5,1
MN01,2019,11,Balaghat,80.52,3.99,0.2,1,200.0,3034.2,2415.6,1
MN01,2019,12,Balaghat,76.87,4.42,9.0,0,200.0,3034.2,2382.9,1
MN01,2020,1,Balaghat,74.17,5.26,10.4,1,200.0,3034.2,2299.2,1
MN01,2020,2,Balaghat,81.91,4.4,13.4,0,200.0,3034.2,2375.5,1
MN01,2020,3,Balaghat,76.02,4.49,17.9,1,200.0,3034.2,2356.6,1
MN01,2020,4,Balaghat,72.58,4.8,5.8,1,200.0,2809.5,2177.4,1
MN01,2020,5,Balaghat,71.36,4.25,0.4,0,200.0,2809.5,2212.3,1
MN01,2020,6,Balaghat,64.68,6.96,93.7,2,200.0,2809.5,1940.4,1
MN01,2020,7,Balaghat,60.22,7.94,28.9,1,200.0,2809.5,1866.9,1
MN01,2020,8,Balaghat,59.18,7.22,141.3,3,200.0,2809.5,1834.5,1
MN01,2020,9,Balaghat,64.93,7.13,28.9,1,200.0,2809.5,1948.0,1
MN01,2020,10,Balaghat,70.45,4.5,16.7,1,200.0,2809.5,2183.8,1
MN01,2020,11,Balaghat,72.75,4.54,2.8,0,200.0,2809.5,2182.6,1
MN01,2020,12,Balaghat,71.12,4.3,0.2,2,200.0,2809.5,2204.7,1
MN01,2021,1,Balaghat,69.04,5.19,4.6,1,200.0,2809.5,2140.1,1
MN01,2021,2,Balaghat,77.87,4.62,8.6,0,200.0,2809.5,2180.4,1
MN01,2021,3,Balaghat,71.63,4.26,0.6,0,200.0,2809.5,2220.4,1
MN01,2021,4,Balaghat,77.54,3.99,0.4,1,200.0,2921.9,2326.2,1
MN01,2021,5,Balaghat,72.39,4.86,16.0,0,200.0,2921.9,2244.2,1
MN01,2021,6,Balaghat,64.43,7.92,38.1,3,200.0,2921.9,1932.8,1
MN01,2021,7,Balaghat,62.78,7.84,48.5,2,200.0,2921.9,1946.3,1
MN01,2021,8,Balaghat,62.82,8.02,52.3,1,200.0,2921.9,1947.4,1
MN01,2021,9,Balaghat,66.97,6.92,69.8,2,200.0,2921.9,2009.2,1
MN01,2021,10,Balaghat,74.25,4.3,13.6,1,200.0,2921.9,2301.7,1
MN01,2021,11,Balaghat,74.86,4.74,13.0,0,200.0,2921.9,2245.7,1
MN01,2021,12,Balaghat,71.78,5.04,25.9,1,200.0,2921.9,2225.1,1
MN01,2022,1,Balaghat,73.01,4.79,3.9,0,200.0,2921.9,2263.3,1
MN01,2022,2,Balaghat,80.4,4.58,2.4,0,200.0,2921.9,2251.2,1
MN01,2022,3,Balaghat,73.39,4.5,0.4,1,200.0,2921.9,2275.1,1
MN01,2022,4,Balaghat,77.66,4.98,0.0,1,200.0,3034.2,2329.7,1
MN01,2022,5,Balaghat,74.94,5.09,7.2,1,200.0,3034.2,2323.2,1
MN01,2022,6,Balaghat,67.06,8.35,29.0,1,200.0,3034.2,2011.7,1
MN01,2022,7,Balaghat,64.84,7.16,52.9,2,200.0,3034.2,2010.0,1
MN01,2022,8,Balaghat,62.63,7.7,61.6,5,200.0,3034.2,1941.4,1
MN01,2022,9,Balaghat,67.7,7.71,39.2,3,200.0,3034.2,2030.9,1
MN01,2022,10,Balaghat,72.72,5.43,22.7,0,200.0,3034.2,2254.4,1
MN01,2022,11,Balaghat,77.88,4.94,0.0,1,200.0,3034.2,2336.4,1
MN01,2022,12,Balaghat,75.92,4.65,4.5,0,200.0,3034.2,2353.5,1
MN01,2023,1,Balaghat,74.24,5.34,1.5,0,200.0,3034.2,2301.6,1
MN01,2023,2,Balaghat,83.23,4.96,0.0,1,200.0,3034.2,2330.4,1
MN01,2023,3,Balaghat,72.42,5.88,5.6,0,200.0,3034.2,2245.0,1
MN01,2023,4,Balaghat,91.37,5.0,23.5,0,200.0,3596.1,2741.2,1
MN01,2023,5,Balaghat,89.32,4.94,13.2,1,200.0,3596.1,2769.0,1
MN01,2023,6,Balaghat,78.71,8.16,87.4,4,200.0,3596.1,2361.2,1
MN01,2023,7,Balaghat,72.51,8.62,49.3,3,200.0,3596.1,2247.7,1
MN01,2023,8,Balaghat,75.4,8.18,111.1,3,200.0,3596.1,2337.5,1
MN01,2023,9,Balaghat,79.48,8.04,47.6,2,200.0,3596.1,2384.4,1
MN01,2023,10,Balaghat,89.49,4.74,0.6,0,200.0,3596.1,2774.2,1
MN01,2023,11,Balaghat,90.21,5.56,9.7,0,200.0,3596.1,2706.3,1
MN01,2023,12,Balaghat,88.36,5.29,11.7,0,200.0,3596.1,2739.1,1
MN01,2024,1,Balaghat,86.88,5.53,7.9,0,200.0,3596.1,2693.3,1
MN01,2024,2,Balaghat,92.11,5.79,16.0,0,200.0,3596.1,2671.3,1
MN01,2024,3,Balaghat,88.01,5.23,20.1,0,200.0,3596.1,2728.3,1
MN01,2024,4,Balaghat,98.13,6.39,14.9,0,200.0,4045.6,2943.8,1
MN01,2024,5,Balaghat,96.11,6.0,12.2,0,200.0,4045.6,2979.4,1
MN01,2024,6,Balaghat,93.9,7.08,34.4,1,200.0,4045.6,2817.0,1
MN01,2024,7,Balaghat,71.95,9.74,61.6,8,200.0,4045.6,2230.3,1
MN01,2024,8,Balaghat,80.45,7.98,40.1,8,200.0,4045.6,2494.1,1
MN01,2024,9,Balaghat,90.96,7.57,140.1,1,200.0,4045.6,2728.9,1
MN01,2024,10,Balaghat,99.86,4.92,9.7,1,200.0,4045.6,3095.7,1
MN01,2024,11,Balaghat,100.62,5.76,0.0,1,200.0,4045.6,3018.7,1
MN01,2024,12,Balaghat,99.65,5.24,1.6,0,200.0,4045.6,3089.2,1
MN02,2015,1,Ukwa,17.46,4.95,5.4,1,89.8,531.0,541.2,0
MN02,2015,2,Ukwa,19.72,4.58,2.0,0,90.3,531.0,552.1,0
MN02,2015,3,Ukwa,17.13,5.31,30.1,1,89.3,531.0,531.1,0
MN02,2015,4,Ukwa,16.33,4.77,9.4,1,89.5,477.2,489.9,0
MN02,2015,5,Ukwa,15.91,4.56,4.1,1,89.8,477.2,493.2,0
MN02,2015,6,Ukwa,15.05,6.33,33.6,2,89.6,477.2,451.6,1
MN02,2015,7,Ukwa,14.15,6.74,147.7,2,88.6,477.2,438.8,1
MN02,2015,8,Ukwa,13.8,7.47,96.5,2,89.3,477.2,427.7,1
MN02,2015,9,Ukwa,15.56,5.84,29.1,2,90.4,477.2,466.8,1
MN02,2015,10,Ukwa,15.85,4.77,7.1,0,89.9,477.2,491.2,0
MN02,2015,11,Ukwa,16.08,4.96,0.5,0,88.5,477.2,482.5,0
MN02,2015,12,Ukwa,15.71,5.34,1.9,1,90.6,477.2,486.9,0
MN02,2016,1,Ukwa,15.83,4.87,3.1,0,90.3,477.2,490.7,0
MN02,2016,2,Ukwa,16.57,5.03,14.7,0,88.9,477.2,480.4,0
MN02,2016,3,Ukwa,15.69,5.07,9.7,0,90.4,477.2,486.4,0
MN02,2016,4,Ukwa,15.15,5.34,5.7,1,88.9,456.4,454.4,1
MN02,2016,5,Ukwa,15.07,4.68,2.1,1,89.9,456.4,467.2,0
MN02,2016,6,Ukwa,14.58,6.13,30.6,1,89.2,456.4,437.2,1
MN02,2016,7,Ukwa,10.98,8.43,71.1,8,88.1,456.4,340.3,1
MN02,2016,8,Ukwa,13.27,7.62,41.0,1,90.2,456.4,411.5,1
MN02,2016,9,Ukwa,14.7,5.95,26.5,2,90.1,456.4,440.9,1
MN02,2016,10,Ukwa,15.06,4.63,15.3,1,88.5,456.4,466.7,0
MN02,2016,11,Ukwa,15.94,4.62,0.2,0,90.0,456.4,478.0,0
MN02,2016,12,Ukwa,15.01,5.1,0.0,1,89.7,456.4,465.2,0
MN02,2017,1,Ukwa,15.51,4.88,2.1,0,91.6,456.4,481.0,0
MN02,2017,2,Ukwa,16.9,4.74,4.0,1,90.4,456.4,473.1,0
MN02,2017,3,Ukwa,15.14,4.77,2.0,0,89.8,456.4,469.2,0
MN02,2017,4,Ukwa,17.21,4.91,0.8,0,90.3,497.9,516.2,0
MN02,2017,5,Ukwa,16.37,5.07,3.2,0,89.6,497.9,507.4,0
MN02,2017,6,Ukwa,15.86,5.85,32.5,2,89.1,497.9,476.0,1
MN02,2017,7,Ukwa,14.55,6.97,87.4,2,89.0,497.9,450.9,1
MN02,2017,8,Ukwa,14.22,7.24,56.3,3,88.7,497.9,441.0,1
MN02,2017,9,Ukwa,15.95,6.07,27.0,1,89.7,497.9,478.4,1
MN02,2017,10,Ukwa,16.01,5.49,20.3,0,90.3,497.9,496.3,1
MN02,2017,11,Ukwa,16.82,5.03,1.5,1,89.4,497.9,504.4,0
MN02,2017,12,Ukwa,16.68,4.75,0.0,2,90.7,497.9,517.1,0
MN02,2018,1,Ukwa,16.37,5.02,0.0,0,89.4,497.9,507.4,0
MN02,2018,2,Ukwa,18.43,4.69,28.4,1,90.2,497.9,516.1,0
MN02,2018,3,Ukwa,16.44,4.92,1.1,0,89.8,497.9,509.8,0
MN02,2018,4,Ukwa,18.59,4.78,9.0,0,90.2,539.4,557.6,0
MN02,2018,5,Ukwa,18.03,4.78,4.1,1,90.7,539.4,558.9,0
MN02,2018,6,Ukwa,17.27,6.28,28.9,2,90.6,539.4,518.2,1
MN02,2018,7,Ukwa,15.67,6.34,64.5,4,88.5,539.4,485.9,1
MN02,2018,8,Ukwa,15.49,7.61,124.4,1,89.8,539.4,480.1,1
MN02,2018,9,Ukwa,17.26,6.37,32.1,2,90.8,539.4,517.9,1
MN02,2018,10,Ukwa,17.67,5.18,0.9,0,89.9,539.4,547.7,0
MN02,2018,11,Ukwa,18.73,4.73,1.2,0,90.3,539.4,561.8,0
MN02,2018,12,Ukwa,17.6,5.08,20.5,0,89.2,539.4,545.5,0
MN02,2019,1,Ukwa,17.82,4.76,16.2,0,89.1,539.4,552.3,0
MN02,2019,2,Ukwa,19.91,4.73,5.5,0,89.5,539.4,557.4,0
MN02,2019,3,Ukwa,18.18,4.75,16.7,1,90.6,539.4,563.6,0
MN02,2019,4,Ukwa,18.83,5.16,0.9,1,89.0,560.2,565.0,0
MN02,2019,5,Ukwa,18.39,4.73,4.6,1,88.8,560.2,569.9,0
MN02,2019,6,Ukwa,18.43,5.98,43.5,1,90.9,560.2,552.9,1
MN02,2019,7,Ukwa,16.79,6.28,58.4,2,89.7,560.2,520.5,1
MN02,2019,8,Ukwa,15.82,7.06,155.4,3,88.6,560.2,490.4,1
MN02,2019,9,Ukwa,16.7,6.88,127.1,3,89.1,560.2,500.9,1
MN02,2019,10,Ukwa,18.21,4.98,19.1,0,89.1,560.2,564.5,0
MN02,2019,11,Ukwa,19.29,5.11,0.8,1,91.3,560.2,578.8,0
MN02,2019,12,Ukwa,18.04,5.2,13.6,0,88.8,560.2,559.4,1
MN02,2020,1,Ukwa,18.79,4.75,16.4,1,90.2,560.2,582.6,0
MN02,2020,2,Ukwa,20.01,5.15,15.6,1,91.6,560.2,580.2,0
MN02,2020,3,Ukwa,18.28,4.97,35.2,1,89.9,560.2,566.8,0
MN02,2020,4,Ukwa,17.55,4.94,10.0,0,89.7,518.7,526.5,0
MN02,2020,5,Ukwa,17.28,4.77,1.2,1,89.8,518.7,535.6,0
MN02,2020,6,Ukwa,16.26,6.42,68.5,2,89.6,518.7,487.7,1
MN02,2020,7,Ukwa,15.76,6.54,22.7,1,90.4,518.7,488.5,1
MN02,2020,8,Ukwa,14.59,6.96,107.8,3,88.5,518.7,452.4,1
MN02,2020,9,Ukwa,16.7,6.09,25.0,1,90.8,518.7,501.1,1
MN02,2020,10,Ukwa,16.73,5.34,27.0,1,89.8,518.7,518.6,1
MN02,2020,11,Ukwa,17.56,4.61,2.6,1,88.5,518.7,526.9,0
MN02,2020,12,Ukwa,17.31,4.7,1.5,1,89.6,518.7,536.7,0
MN02,2021,1,Ukwa,17.31,4.77,10.6,1,90.1,518.7,536.7,0
MN02,2021,2,Ukwa,18.62,5.13,11.9,0,89.1,518.7,521.5,0
MN02,2021,3,Ukwa,17.34,5.19,1.4,1,91.6,518.7,537.4,0
MN02,2021,4,Ukwa,18.54,4.89,1.3,1,89.9,539.4,556.2,0
MN02,2021,5,Ukwa,17.93,4.99,21.6,0,90.5,539.4,556.0,0
MN02,2021,6,Ukwa,16.66,6.61,49.7,1,88.9,539.4,499.7,1
MN02,2021,7,Ukwa,16.56,6.54,32.0,2,91.3,539.4,513.5,1
MN02,2021,8,Ukwa,15.49,7.39,38.2,3,88.8,539.4,480.2,1
MN02,2021,9,Ukwa,15.65,7.67,61.1,2,87.6,539.4,469.5,1
MN02,2021,10,Ukwa,18.16,4.7,4.9,0,90.8,539.4,563.0,0
MN02,2021,11,Ukwa,18.15,5.34,17.7,0,89.8,539.4,544.5,0
MN02,2021,12,Ukwa,18.09,4.81,19.7,0,90.9,539.4,560.8,0
MN02,2022,1,Ukwa,17.57,4.96,23.8,1,88.8,539.4,544.5,0
MN02,2022,2,Ukwa,19.66,4.85,3.3,0,89.4,539.4,550.6,0
MN02,2022,3,Ukwa,17.55,5.45,1.0,1,90.0,539.4,544.1,0
MN02,2022,4,Ukwa,19.36,4.64,2.2,1,89.7,560.2,580.8,0
MN02,2022,5,Ukwa,18.34,4.6,8.5,1,88.4,560.2,568.4,0
MN02,2022,6,Ukwa,17.6,6.59,27.0,1,89.9,560.2,528.0,1
MN02,2022,7,Ukwa,16.24,6.8,64.3,2,88.9,560.2,503.6,1
MN02,2022,8,Ukwa,16.65,6.24,69.0,3,89.5,560.2,516.1,1
MN02,2022,9,Ukwa,17.27,6.66,37.7,3,88.7,560.2,518.0,1
MN02,2022,10,Ukwa,18.22,5.13,21.2,0,90.1,560.2,564.7,0
MN02,2022,11,Ukwa,19.0,4.62,0.0,0,88.3,560.2,570.1,0
MN02,2022,12,Ukwa,18.07,5.14,2.3,1,88.4,560.2,560.1,1
MN02,2023,1,Ukwa,18.49,4.95,1.4,0,90.0,560.2,573.1,0
MN02,2023,2,Ukwa,20.31,5.29,0.0,0,89.6,560.2,568.6,0
MN02,2023,3,Ukwa,18.43,5.39,13.0,2,91.6,560.2,571.3,0
MN02,2023,4,Ukwa,22.51,5.2,37.9,1,90.1,663.9,675.3,0
MN02,2023,5,Ukwa,22.06,4.79,12.7,1,89.9,663.9,683.9,0
MN02,2023,6,Ukwa,20.81,6.29,54.2,3,89.5,663.9,624.3,1
MN02,2023,7,Ukwa,19.99,6.69,26.8,1,90.4,663.9,619.7,1
MN02,2023,8,Ukwa,19.61,7.2,94.6,1,90.5,663.9,607.8,1
MN02,2023,9,Ukwa,20.75,6.7,83.0,1,90.7,663.9,622.6,1
MN02,2023,10,Ukwa,22.05,4.72,1.6,0,89.7,663.9,683.5,0
MN02,2023,11,Ukwa,22.17,5.02,13.2,0,88.8,663.9,665.1,0
MN02,2023,12,Ukwa,21.85,4.88,12.5,0,89.9,663.9,677.2,0
MN02,2024,1,Ukwa,22.18,4.79,4.9,1,89.7,663.9,687.6,0
MN02,2024,2,Ukwa,24.07,4.69,8.7,1,90.9,663.9,698.0,0
MN02,2024,3,Ukwa,21.79,5.14,26.0,1,90.2,663.9,675.5,0
MN02,2024,4,Ukwa,25.61,4.85,18.6,0,90.5,746.9,768.2,0
MN02,2024,5,Ukwa,24.54,5.26,9.2,1,90.9,746.9,760.8,0
MN02,2024,6,Ukwa,23.88,6.32,32.3,1,90.3,746.9,716.3,1
MN02,2024,7,Ukwa,20.38,6.54,57.1,8,88.9,746.9,631.8,1
MN02,2024,8,Ukwa,22.04,6.52,46.3,3,88.6,746.9,683.1,1
MN02,2024,9,Ukwa,22.91,6.87,298.9,1,89.3,746.9,687.2,1
MN02,2024,10,Ukwa,25.16,4.58,9.8,1,91.0,746.9,779.9,0
MN02,2024,11,Ukwa,25.18,4.82,0.0,0,88.7,746.9,755.5,0
MN02,2024,12,Ukwa,24.83,4.64,3.3,0,89.8,746.9,769.8,0
MN03,2015,1,Tirodi,22.32,4.69,7.7,0,103.0,663.7,691.9,0
MN03,2015,2,Tirodi,24.41,5.09,3.2,1,103.2,663.7,683.4,0
MN03,2015,3,Tirodi,21.25,5.0,31.1,2,100.4,663.7,658.8,1
MN03,2015,4,Tirodi,20.67,4.71,14.8,0,102.9,596.5,620.2,0
MN03,2015,5,Tirodi,19.93,4.77,9.2,0,102.5,596.5,617.7,0
MN03,2015,6,Tirodi,19.04,5.85,59.0,2,101.7,596.5,571.3,1
MN03,2015,7,Tirodi,18.41,5.91,59.9,3,101.9,596.5,570.7,1
MN03,2015,8,Tirodi,18.0,6.06,99.3,2,101.4,596.5,558.0,1
MN03,2015,9,Tirodi,19.19,6.26,52.7,1,102.2,596.5,575.8,1
MN03,2015,10,Tirodi,19.5,4.94,7.1,1,101.6,596.5,604.4,0
MN03,2015,11,Tirodi,20.35,4.92,0.5,1,102.4,596.5,610.5,0
MN03,2015,12,Tirodi,19.61,5.47,2.9,0,103.4,596.5,607.9,0
MN03,2016,1,Tirodi,19.48,4.99,1.0,1,101.6,596.5,603.9,0
MN03,2016,2,Tirodi,21.54,4.74,8.4,1,104.2,596.5,624.6,0
MN03,2016,3,Tirodi,19.62,5.11,21.7,0,102.1,596.5,608.2,0
MN03,2016,4,Tirodi,19.3,4.97,2.2,1,101.4,570.5,579.0,0
MN03,2016,5,Tirodi,19.01,4.85,3.1,1,103.4,570.5,589.2,0
MN03,2016,6,Tirodi,18.07,6.62,38.1,1,101.9,570.5,542.1,1
MN03,2016,7,Tirodi,15.09,6.78,92.8,8,100.5,570.5,467.7,1
MN03,2016,8,Tirodi,17.37,6.28,27.4,1,102.6,570.5,538.4,1
MN03,2016,9,Tirodi,18.01,6.47,25.4,1,102.5,570.5,540.4,1
MN03,2016,10,Tirodi,18.74,5.15,10.8,1,102.8,570.5,581.0,0
MN03,2016,11,Tirodi,19.81,4.6,0.0,1,102.7,570.5,594.4,0
MN03,2016,12,Tirodi,18.18,5.65,0.0,0,102.3,570.5,563.7,1
MN03,2017,1,Tirodi,19.27,4.75,1.2,1,103.6,570.5,597.5,0
MN03,2017,2,Tirodi,20.87,4.67,1.5,0,100.5,570.5,584.4,0
MN03,2017,3,Tirodi,19.22,4.59,1.8,1,102.6,570.5,595.7,0
MN03,2017,4,Tirodi,21.25,4.7,0.7,0,101.6,622.4,637.4,0
MN03,2017,5,Tirodi,20.2,5.33,5.0,0,101.5,622.4,626.2,0
MN03,2017,6,Tirodi,19.58,6.76,23.6,0,102.0,622.4,587.5,1
MN03,2017,7,Tirodi,19.33,6.04,37.3,2,102.5,622.4,599.3,1
MN03,2017,8,Tirodi,18.53,6.56,82.5,3,101.6,622.4,574.4,1
MN03,2017,9,Tirodi,19.67,6.74,23.9,1,103.2,622.4,590.2,1
MN03,2017,10,Tirodi,20.09,5.36,20.8,0,102.3,622.4,622.8,0
MN03,2017,11,Tirodi,21.14,5.28,0.5,1,103.4,622.4,634.3,0
MN03,2017,12,Tirodi,20.56,4.99,0.0,0,102.8,622.4,637.2,0
MN03,2018,1,Tirodi,20.7,4.72,0.0,0,101.9,622.4,641.7,0
MN03,2018,2,Tirodi,22.6,4.84,8.9,0,101.7,622.4,632.7,0
MN03,2018,3,Tirodi,20.72,4.81,2.5,1,102.4,622.4,642.2,0
MN03,2018,4,Tirodi,23.37,4.67,7.2,0,103.6,674.3,701.0,0
MN03,2018,5,Tirodi,22.31,4.75,3.3,1,101.5,674.3,691.7,0
MN03,2018,6,Tirodi,21.37,6.49,24.8,0,102.3,674.3,641.2,1
MN03,2018,7,Tirodi,19.29,7.14,92.3,3,100.9,674.3,598.0,1
MN03,2018,8,Tirodi,19.84,6.86,201.6,3,101.9,674.3,615.1,1
MN03,2018,9,Tirodi,21.76,6.05,26.3,1,101.5,674.3,652.8,1
MN03,2018,10,Tirodi,22.46,4.82,0.2,0,102.5,674.3,696.1,0
MN03,2018,11,Tirodi,23.37,4.76,0.8,1,102.4,674.3,701.2,0
MN03,2018,12,Tirodi,22.6,4.7,11.8,0,102.6,674.3,700.5,0
