easting,northing,depth_m,ndvi_grid,ndmi_grid,lst_grid,grade_pct,thickness_m,grade_kriging_var,tonnage_mt
0.0,0.0,241.70311111111113,0.5186890485377467,0.1648873183821187,33.50674947102225,20.04,3.09,10.0748,0.0011
12.121212121212121,0.0,241.70311111111113,0.5187716927692446,0.16446914387492056,33.50537609828682,19.99,3.09,10.0748,0.0011
24.242424242424242,0.0,241.70311111111113,0.51886144490428,0.16413590334985606,33.50412290008725,19.99,3.14,10.0748,0.0011
36.36363636363636,0.0,241.70311111111113,0.5189575009196418,0.16388334232542623,33.503014199177066,19.99,3.12,10.0748,0.0011
48.484848484848484,0.0,241.70311111111113,0.5190595810287583,0.1637100680891018,33.50205862847328,19.99,3.12,10.0748,0.0011
60.60606060606061,0.0,241.70311111111113,0.5191680379014839,0.1636107474835982,33.50124105495767,20.07,3.22,10.0748,0.0011
72.72727272727272,0.0,241.70311111111113,0.5192838667986355,0.16358555834133431,33.5005134239962,20.07,3.22,10.0748,0.0011
84.84848484848484,0.0,241.70311111111113,0.5194085820609168,0.1636249902849021,33.49978523391758,20.07,3.22,10.0748,0.0011
96.96969696969697,0.0,241.70311111111113,0.519543954776888,0.16372589428972703,33.49891481128879,20.09,3.37,10.0748,0.0012
109.0909090909091,0.0,241.70311111111113,0.5196916566605928,0.1638899597905983,33.497703086023066,20.09,3.48,10.0748,0.0012
121.21212121212122,0.0,241.70311111111113,0.5198529144106616,0.16409237822080625,33.49589208317799,20.09,3.48,10.0748,0.0012
133.33333333333334,0.0,241.70311111111113,0.5200283249791241,0.16426423430526443,33.49317070231466,20.09,3.51,10.0748,0.0012
145.45454545454544,0.0,241.70311111111113,0.5202179864814146,0.16441193291183342,33.489190318267475,20.03,3.45,10.0748,0.0012
157.57575757575756,0.0,241.70311111111113,0.5204220379295009,0.1645254494814492,33.48359206039086,19.94,3.46,10.0748,0.0012
169.6969696969697,0.0,241.70311111111113,0.5206415706113424,0.16455975221649122,33.47604616743303,19.94,3.46,10.0748,0.0012
181.8181818181818,0.0,241.70311111111113,0.5208797077961717,0.16450432910862856,33.466301678234686,19.91,3.4,10.0748,0.0012
193.93939393939394,0.0,241.70311111111113,0.5211425181253175,0.1643222684497822,33.454242274488585,19.93,3.45,10.0748,0.0012
206.06060606060606,0.0,241.70311111111113,0.5214394136231766,0.1639769564906484,33.43994174033196,19.94,3.45,10.0748,0.0012
218.1818181818182,0.0,241.70311111111113,0.5217828251159097,0.1634807704934793,33.42371036423291,19.95,3.43,10.0748,0.0012
230.3030303030303,0.0,241.70311111111113,0.522187191723397,0.1628219159852933,33.406121616882096,19.47,2.98,10.0748,0.0011
242.42424242424244,0.0,241.70311111111113,0.5226675036265364,0.16196077104785858,33.38800700924708,19.48,2.96,10.0748,0.001
254.54545454545453,0.0,241.70311111111113,0.5232376482366445,0.16095420323794193,33.37040763210244,19.49,2.94,10.0748,0.001
266.6666666666667,0.0,241.70311111111113,0.5239085775207629,0.15972598093440646,33.35447574293705,19.29,2.95,10.0748,0.001
278.7878787878788,0.0,241.70311111111113,0.5246858957465427,0.15819188760709976,33.341330803992754,19.18,2.55,10.0748,0.0009
290.9090909090909,0.0,241.70311111111113,0.5255658275327663,0.1563380443410352,33.33189092921496,19.13,2.58,10.0748,0.0009
303.030303030303,0.0,241.70311111111113,0.5265270592647622,0.15419013616441218,33.32671629239875,18.34,2.51,10.0748,0.0009
315.1515151515151,0.0,241.70311111111113,0.5275120103837851,0.15177224757294233,33.3259050502337,18.14,2.34,10.0748,0.0008
327.27272727272725,0.0,241.70311111111113,0.5283887908155044,0.14930867231092657,33.32906676749068,18.01,2.28,10.0748,0.0008
339.3939393939394,0.0,241.70311111111113,0.5289507400566288,0.14715183154687997,33.33530926192618,17.9,2.02,10.0748,0.0007
351.5151515151515,0.0,241.70311111111113,0.5291187949039442,0.14542150036144091,33.34305574201979,17.87,1.99,10.0748,0.0007
363.6363636363636,0.0,241.70311111111113,0.5289990190743048,0.1439819655054276,33.3500431942596,17.82,2.02,10.0748,0.0007
375.75757575757575,0.0,241.70311111111113,0.5286429943433856,0.14285193155596568,33.35357489734842,17.96,2.03,10.0748,0.0007
387.8787878787879,0.0,241.70311111111113,0.5279991682166734,0.1422031124173681,33.35071250967026,17.96,2.02,10.0748,0.0007
400.0,0.0,241.70311111111113,0.5270196259825142,0.1421485486954946,33.33971015259032,18.05,2.03,10.0748,0.0007
412.1212121212121,0.0,241.70311111111113,0.5257797093955381,0.14263763616525046,33.32200572663521,18.01,2.1,10.0748,0.0007
424.24242424242425,0.0,241.70311111111113,0.52442459004301,0.14344506775154725,33.30080835845232,17.99,1.87,10.0748,0.0007
436.3636363636364,0.0,241.70311111111113,0.5230595639692115,0.14439099386473256,33.27863793871567,18.01,1.86,10.0748,0.0007
448.4848484848485,0.0,241.70311111111113,0.5217312378605252,0.14540290530862263,33.25687868212829,18.05,1.87,10.0748,0.0007
